FamilyTypeName,FamilyCategory,TypeDescription,FamilyName,Articule,ApparentLoad,LightFlux,TemperatureColor,PhotometricWeb,"Кп светового потока, %",CRI,"Длина, мм","Ширина, мм","Высота, мм","Масса, кг",IP,Вид клим. исполнения,"Тэксп. мин, °С","Тэксп. макс, °С","Uпит АС мин, В","Uпит АС макс, В","Uпит АС мин, В","Uпит АС макс, В","Коэф. мощности драйвера, ?",FamilyPath
L-street 24/32/Ш8/3.0K Premium,Уличные,"Светодиодный светильник L-street 24 Premium предназначен для освещения улиц, дорог местного значения, придомовых территорий и наружного освещения предподъездных площадок.",L-office,4.11E+14,32,4275,3000,Ш8,?1,72,533,83,142,2.4,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 24/32/Ш8/4.0K Premium,Уличные,"Светодиодный светильник L-street 24 Premium предназначен для освещения улиц, дорог местного значения, придомовых территорий и наружного освещения предподъездных площадок.",L-office,4.11E+14,32,4275,4000,Ш8,?1,72,533,83,142,2.4,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 24/32/Ш8/5.0K Premium,Уличные,"Светодиодный светильник L-street 24 Premium предназначен для освещения улиц, дорог местного значения, придомовых территорий и наружного освещения предподъездных площадок.",L-office,4.11E+14,32,4275,5000,Ш8,?1,72,533,83,142,2.4,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш3/3.0K Standart,Уличные,"Светодиодный светильник L-street 48 Standart предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8512,3000,Ш3,?1,72,533,164,148,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш3/4.0K Standart,Уличные,"Светодиодный светильник L-street 48 Standart предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8512,4000,Ш3,?1,72,533,164,148,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш3/5.0K Standart,Уличные,"Светодиодный светильник L-street 48 Standart предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8512,5000,Ш3,?1,72,533,164,148,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш8/3.0K Standart,Уличные,"Светодиодный светильник L-street 48 Standart предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8451,3000,Ш8,?1,72,533,164,148,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш8/4.0K Standart,Уличные,"Светодиодный светильник L-street 48 Standart предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8451,4000,Ш8,?1,72,533,164,148,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш8/5.0K Standart,Уличные,"Светодиодный светильник L-street 48 Standart предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8451,5000,Ш8,?1,72,533,164,148,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш3/3.0K Premium,Уличные,"Светодиодный светильник L-street 48 Premium предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8512,3000,Ш3,?1,72,533,171,169,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш3/4.0K Premium,Уличные,"Светодиодный светильник L-street 48 Premium предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8512,4000,Ш3,?1,72,533,171,169,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш3/5.0K Premium,Уличные,"Светодиодный светильник L-street 48 Premium предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8512,5000,Ш3,?1,72,533,171,169,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш8/3.0K Premium,Уличные,"Светодиодный светильник L-street 48 Premium предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8451,3000,Ш8,?1,72,533,171,169,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш8/4.0K Premium,Уличные,"Светодиодный светильник L-street 48 Premium предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8451,4000,Ш8,?1,72,533,171,169,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 48/65/Ш8/5.0K Premium,Уличные,"Светодиодный светильник L-street 48 Premium предназначен для освещения автомобильных дорог категории Б, городских улиц, парков, железнодорожных платформ и переездов, а также территорий предприятий.",L-office,4.12E+14,65,8451,5000,Ш8,?1,72,533,171,169,4.2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 40 Turbine/33/Д/4.0K,Уличные,"Светодиодный светильник L-street 40 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.21E+14,33,4400,4000,Д,?1,80,274,93,140,0.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 40 Turbine/33/Д/5.0K,Уличные,"Светодиодный светильник L-street 40 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.21E+14,33,4400,5000,Д,?1,80,274,93,140,0.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 40 Turbine/33/Ш3/4.0K,Уличные,"Светодиодный светильник L-street 40 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.21E+14,33,4416,4000,Ш3,?1,72,274,93,140,0.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 40 Turbine/33/Ш3/5.0K,Уличные,"Светодиодный светильник L-street 40 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.21E+14,33,4416,5000,Ш3,?1,72,274,93,140,0.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 40 Turbine/33/Ш8/4.0K,Уличные,"Светодиодный светильник L-street 40 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.21E+14,33,4398,4000,Ш8,?1,72,274,93,140,0.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 40 Turbine/33/Ш8/5.0K,Уличные,"Светодиодный светильник L-street 40 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.21E+14,33,4398,5000,Ш8,?1,72,274,93,140,0.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 40 Turbine/33/Ш9/4.0K,Уличные,"Светодиодный светильник L-street 40 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.21E+14,33,4301,4000,Ш9,?1,80,274,93,140,0.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 40 Turbine/33/Ш9/5.0K,Уличные,"Светодиодный светильник L-street 40 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.21E+14,33,4301,5000,Ш9,?1,80,274,93,140,0.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 60 Turbine/48/Д/4.0K,Уличные,"Светодиодный светильник L-street 60 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.22E+14,48,6400,4000,Д,?1,80,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 60 Turbine/48/Д/5.0K,Уличные,"Светодиодный светильник L-street 60 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.22E+14,48,6400,5000,Д,?1,80,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 60 Turbine/48/Ш3/4.0K,Уличные,"Светодиодный светильник L-street 60 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.22E+14,48,6322,4000,Ш3,?1,72,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 60 Turbine/48/Ш3/5.0K,Уличные,"Светодиодный светильник L-street 60 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.22E+14,48,6322,5000,Ш3,?1,72,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 60 Turbine/48/Ш8/4.0K,Уличные,"Светодиодный светильник L-street 60 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.22E+14,48,6425,4000,Ш8,?1,72,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 60 Turbine/48/Ш8/5.0K,Уличные,"Светодиодный светильник L-street 60 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.22E+14,48,6425,5000,Ш8,?1,72,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 60 Turbine/48/Ш9/4.0K,Уличные,"Светодиодный светильник L-street 60 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.22E+14,48,6250,4000,Ш9,?1,80,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 60 Turbine/48/Ш9/5.0K,Уличные,"Светодиодный светильник L-street 60 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.22E+14,48,6250,5000,Ш9,?1,80,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 80 Turbine/66/Д/4.0K,Уличные,"Светодиодный светильник L-street 80 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.23E+14,66,8800,4000,Д,?1,80,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 80 Turbine/66/Д/5.0K,Уличные,"Светодиодный светильник L-street 80 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.23E+14,66,8800,5000,Д,?1,80,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 80 Turbine/66/Ш3/4.0K,Уличные,"Светодиодный светильник L-street 80 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.23E+14,66,8832,4000,Ш3,?1,72,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 80 Turbine/66/Ш3/5.0K,Уличные,"Светодиодный светильник L-street 80 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.23E+14,66,8832,5000,Ш3,?1,72,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 80 Turbine/66/Ш8/4.0K,Уличные,"Светодиодный светильник L-street 80 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.23E+14,66,8805,4000,Ш8,?1,72,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 80 Turbine/66/Ш8/5.0K,Уличные,"Светодиодный светильник L-street 80 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.23E+14,66,8805,5000,Ш8,?1,72,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 80 Turbine/66/Ш9/4.0K,Уличные,"Светодиодный светильник L-street 80 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.23E+14,66,8602,4000,Ш9,?1,80,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 80 Turbine/66/Ш9/5.0K,Уличные,"Светодиодный светильник L-street 80 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.23E+14,66,8602,5000,Ш9,?1,80,524,93,140,1.35,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 120 Turbine/96/Д/4.0K,Уличные,"Светодиодный светильник L-street 120 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.24E+14,96,12700,4000,Д,?1,80,774,93,140,2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 120 Turbine/96/Д/5.0K,Уличные,"Светодиодный светильник L-street 120 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.24E+14,96,12700,5000,Д,?1,80,774,93,140,2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 120 Turbine/96/Ш3/4.0K,Уличные,"Светодиодный светильник L-street 120 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.24E+14,96,12541,4000,Ш3,?1,72,774,93,140,2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 120 Turbine/96/Ш3/5.0K,Уличные,"Светодиодный светильник L-street 120 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.24E+14,96,12541,5000,Ш3,?1,72,774,93,140,2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 120 Turbine/96/Ш8/4.0K,Уличные,"Светодиодный светильник L-street 120 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.24E+14,96,12744,4000,Ш8,?1,72,774,93,140,2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 120 Turbine/96/Ш8/5.0K,Уличные,"Светодиодный светильник L-street 120 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.24E+14,96,12744,5000,Ш8,?1,72,774,93,140,2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 120 Turbine/96/Ш9/4.0K,Уличные,"Светодиодный светильник L-street 120 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.24E+14,96,12540,4000,Ш9,?1,80,774,93,140,2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-street 120 Turbine/96/Ш9/5.0K,Уличные,"Светодиодный светильник L-street 120 Turbine предназначен для освещения автомобильных дорог, территорий предприятий, городских улиц и парков.",L-office,4.24E+14,96,12540,5000,Ш9,?1,80,774,93,140,2,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш8/3.0K,Уличные,,L-office,4.31E+14,62,8158,3000,Ш8,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш8/4.0K,Уличные,,L-office,4.31E+14,62,8158,4000,Ш8,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш8/5.0K,Уличные,,L-office,4.31E+14,62,8158,5000,Ш8,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш13/3.0K,Уличные,,L-office,4.31E+14,62,8296,3000,Ш13,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш13/4.0K,Уличные,,L-office,4.31E+14,62,8296,4000,Ш13,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш13/5.0K,Уличные,,L-office,4.31E+14,62,8296,5000,Ш13,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш22/3.0K,Уличные,,L-office,4.31E+14,62,8290,3000,Ш22,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш22/4.0K,Уличные,,L-office,4.31E+14,62,8290,4000,Ш22,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш22/5.0K,Уличные,,L-office,4.31E+14,62,8290,5000,Ш22,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш23/3.0K,Уличные,,L-office,4.31E+14,62,8285,3000,Ш23,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш23/4.0K,Уличные,,L-office,4.31E+14,62,8285,4000,Ш23,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 75/62/Ш23/5.0K,Уличные,,L-office,4.31E+14,62,8285,5000,Ш23,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш8/3.0K,Уличные,,L-office,4.31E+14,95,12400,3000,Ш8,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш8/4.0K,Уличные,,L-office,4.31E+14,95,12400,4000,Ш8,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш8/5.0K,Уличные,,L-office,4.31E+14,95,12400,5000,Ш8,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш13/3.0K,Уличные,,L-office,4.31E+14,95,12390,3000,Ш13,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш13/4.0K,Уличные,,L-office,4.31E+14,95,12390,4000,Ш13,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш13/5.0K,Уличные,,L-office,4.31E+14,95,12390,5000,Ш13,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш22/3.0K,Уличные,,L-office,4.31E+14,95,12450,3000,Ш22,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш22/4.0K,Уличные,,L-office,4.31E+14,95,12450,4000,Ш22,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш22/5.0K,Уличные,,L-office,4.31E+14,95,12450,5000,Ш22,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш23/3.0K,Уличные,,L-office,4.31E+14,95,12420,3000,Ш23,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш23/4.0K,Уличные,,L-office,4.31E+14,95,12420,4000,Ш23,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 110/95/Ш23/5.0K,Уличные,,L-office,4.31E+14,95,12420,5000,Ш23,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 150/125/Ш8/3.0K,Уличные,,L-office,4.31E+14,125,16700,3000,Ш8,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 150/125/Ш8/4.0K,Уличные,,L-office,4.31E+14,125,16700,4000,Ш8,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 150/125/Ш8/5.0K,Уличные,,L-office,4.31E+14,125,16700,5000,Ш8,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 150/125/Ш13/3.0K,Уличные,,L-office,4.31E+14,125,16756,3000,Ш13,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 150/125/Ш13/4.0K,Уличные,,L-office,4.31E+14,125,16756,4000,Ш13,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 150/125/Ш13/5.0K,Уличные,,L-office,4.31E+14,125,16756,5000,Ш13,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
